MarketKey,LastUpdate,Name,Description,Price,Point,AdjustedPoint,Probability,Score,FantasyScorePoint,MeanFantasyScore,FinalProjectedFPS
batter_home_runs,2023-08-03T23:08:54Z,Over,Alex Bregman,500,0.5,1,0.166666667,4,0.666666667,0.613882784,4.443405416
batter_home_runs,2023-08-03T23:08:24Z,Over,Alex Bregman,525,0.5,1,0.16,4,0.64,0.613882784,4.443405416
batter_home_runs,2023-08-03T23:10:49Z,Over,Alex Bregman,600,0.5,1,0.142857143,4,0.571428571,0.613882784,4.443405416
batter_home_runs,2023-08-03T23:11:33Z,Over,Alex Bregman,550,0.5,1,0.153846154,4,0.615384615,0.613882784,4.443405416
batter_home_runs,2023-08-03T23:08:27Z,Over,Alex Bregman,550,0.5,1,0.153846154,4,0.615384615,0.613882784,4.443405416
batter_home_runs,2023-08-03T23:08:40Z,Over,Alex Bregman,550,0.5,1,0.153846154,4,0.615384615,0.613882784,4.443405416
batter_home_runs,2023-08-03T23:08:19Z,Over,Alex Bregman,550,0.5,1,0.153846154,4,0.615384615,0.613882784,4.443405416
batter_singles,2023-08-03T23:08:18Z,Over,Alex Bregman,100,0.5,1,0.5,2.5,1.25,1.293854929,4.443405416
batter_singles,2023-08-03T23:08:54Z,Over,Alex Bregman,-130,0.5,1,0.565217391,2.5,1.413043478,1.293854929,4.443405416
batter_singles,2023-08-03T23:08:24Z,Over,Alex Bregman,100,0.5,1,0.5,2.5,1.25,1.293854929,4.443405416
batter_singles,2023-08-03T23:08:19Z,Over,Alex Bregman,-102,0.5,1,0.504950495,2.5,1.262376238,1.293854929,4.443405416
batter_doubles,2023-08-03T23:08:18Z,Over,Alex Bregman,380,0.5,1,0.208333333,3,0.625,0.592083269,4.443405416
batter_doubles,2023-08-03T23:08:54Z,Over,Alex Bregman,440,0.5,1,0.185185185,3,0.555555556,0.592083269,4.443405416
batter_doubles,2023-08-03T23:08:24Z,Over,Alex Bregman,375,0.5,1,0.210526316,3,0.631578947,0.592083269,4.443405416
batter_doubles,2023-08-03T23:11:33Z,Over,Alex Bregman,480,0.5,1,0.172413793,3,0.517241379,0.592083269,4.443405416
batter_doubles,2023-08-03T23:08:27Z,Over,Alex Bregman,480,0.5,1,0.172413793,3,0.517241379,0.592083269,4.443405416
batter_doubles,2023-08-03T23:08:19Z,Over,Alex Bregman,325,0.5,1,0.235294118,3,0.705882353,0.592083269,4.443405416
batter_triples,2023-08-03T23:08:24Z,Over,Alex Bregman,2500,0.5,1,0.038461538,3.5,0.134615385,0.134615385,4.443405416
batter_runs_scored,2023-08-03T23:08:18Z,Over,Alex Bregman,120,0.5,1,0.454545455,2,0.909090909,0.888031771,4.443405416
batter_runs_scored,2023-08-03T23:08:54Z,Over,Alex Bregman,1200,2.5,3,0.076923077,2,0.461538462,0.888031771,4.443405416
batter_runs_scored,2023-08-03T23:08:54Z,Over,Alex Bregman,-115,0.5,1,0.534883721,2,1.069767442,0.888031771,4.443405416
batter_runs_scored,2023-08-03T23:08:54Z,Over,Alex Bregman,330,1.5,2,0.23255814,2,0.930232558,0.888031771,4.443405416
batter_runs_scored,2023-08-03T23:11:33Z,Over,Alex Bregman,108,0.5,1,0.480769231,2,0.961538462,0.888031771,4.443405416
batter_runs_scored,2023-08-03T23:08:27Z,Over,Alex Bregman,108,0.5,1,0.480769231,2,0.961538462,0.888031771,4.443405416
batter_runs_scored,2023-08-03T23:08:40Z,Over,Alex Bregman,125,0.5,1,0.444444444,2,0.888888889,0.888031771,4.443405416
batter_runs_scored,2023-08-03T23:08:19Z,Over,Alex Bregman,117,0.5,1,0.460829493,2,0.921658986,0.888031771,4.443405416
batter_walks,2023-08-03T23:08:18Z,Over,Alex Bregman,140,0.5,1,0.416666667,2,0.833333333,0.833333333,4.443405416
batter_strikeouts,2023-08-03T23:08:18Z,Over,Alex Bregman,-135,0.5,1,0.574468085,-1,-0.574468085,-0.574468085,4.443405416
batter_rbis,2023-08-03T23:08:18Z,Over,Alex Bregman,160,0.5,1,0.384615385,2,0.769230769,0.66207203,4.443405416
batter_rbis,2023-08-03T23:08:54Z,Over,Alex Bregman,500,1.5,2,0.166666667,2,0.666666667,0.66207203,4.443405416
batter_rbis,2023-08-03T23:08:54Z,Over,Alex Bregman,1400,2.5,3,0.066666667,2,0.4,0.66207203,4.443405416
batter_rbis,2023-08-03T23:08:54Z,Over,Alex Bregman,4100,3.5,4,0.023809524,2,0.19047619,0.66207203,4.443405416
batter_rbis,2023-08-03T23:08:54Z,Over,Alex Bregman,140,0.5,1,0.416666667,2,0.833333333,0.66207203,4.443405416
batter_rbis,2023-08-03T23:08:24Z,Over,Alex Bregman,175,0.5,1,0.363636364,2,0.727272727,0.66207203,4.443405416
batter_rbis,2023-08-03T23:11:33Z,Over,Alex Bregman,155,0.5,1,0.392156863,2,0.784313725,0.66207203,4.443405416
batter_rbis,2023-08-03T23:08:27Z,Over,Alex Bregman,155,0.5,1,0.392156863,2,0.784313725,0.66207203,4.443405416
batter_rbis,2023-08-03T23:08:40Z,Over,Alex Bregman,185,0.5,1,0.350877193,2,0.701754386,0.66207203,4.443405416
batter_rbis,2023-08-03T23:08:19Z,Over,Alex Bregman,162,0.5,1,0.381679389,2,0.763358779,0.66207203,4.443405416
batter_home_runs,2023-08-03T23:08:18Z,Over,Anthony Volpe,550,0.5,1,0.153846154,4,0.615384615,0.582967033,4.193265555
batter_home_runs,2023-08-03T23:08:54Z,Over,Anthony Volpe,680,0.5,1,0.128205128,4,0.512820513,0.582967033,4.193265555
batter_home_runs,2023-08-03T23:08:24Z,Over,Anthony Volpe,500,0.5,1,0.166666667,4,0.666666667,0.582967033,4.193265555
batter_home_runs,2023-08-03T23:10:49Z,Over,Anthony Volpe,600,0.5,1,0.142857143,4,0.571428571,0.582967033,4.193265555
batter_home_runs,2023-08-03T23:11:33Z,Over,Anthony Volpe,650,0.5,1,0.133333333,4,0.533333333,0.582967033,4.193265555
batter_home_runs,2023-08-03T23:08:27Z,Over,Anthony Volpe,650,0.5,1,0.133333333,4,0.533333333,0.582967033,4.193265555
batter_home_runs,2023-08-03T23:08:40Z,Over,Anthony Volpe,550,0.5,1,0.153846154,4,0.615384615,0.582967033,4.193265555
batter_home_runs,2023-08-03T23:08:19Z,Over,Anthony Volpe,550,0.5,1,0.153846154,4,0.615384615,0.582967033,4.193265555
batter_singles,2023-08-03T23:08:18Z,Over,Anthony Volpe,150,0.5,1,0.4,2.5,1,1.02173913,4.193265555
batter_singles,2023-08-03T23:08:54Z,Over,Anthony Volpe,150,0.5,1,0.4,2.5,1,1.02173913,4.193265555
batter_singles,2023-08-03T23:08:24Z,Over,Anthony Volpe,150,0.5,1,0.4,2.5,1,1.02173913,4.193265555
batter_singles,2023-08-03T23:08:19Z,Over,Anthony Volpe,130,0.5,1,0.434782609,2.5,1.086956522,1.02173913,4.193265555
batter_doubles,2023-08-03T23:08:18Z,Over,Anthony Volpe,550,0.5,1,0.153846154,3,0.461538462,0.474202314,4.193265555
batter_doubles,2023-08-03T23:08:54Z,Over,Anthony Volpe,700,0.5,1,0.125,3,0.375,0.474202314,4.193265555
batter_doubles,2023-08-03T23:08:24Z,Over,Anthony Volpe,525,0.5,1,0.16,3,0.48,0.474202314,4.193265555
batter_doubles,2023-08-03T23:08:19Z,Over,Anthony Volpe,417,0.5,1,0.193423598,3,0.580270793,0.474202314,4.193265555
batter_triples,2023-08-03T23:08:54Z,Over,Anthony Volpe,3000,0.5,1,0.032258065,3.5,0.112903226,0.132538569,4.193265555
batter_triples,2023-08-03T23:08:24Z,Over,Anthony Volpe,2200,0.5,1,0.043478261,3.5,0.152173913,0.132538569,4.193265555
batter_runs_scored,2023-08-03T23:08:18Z,Over,Anthony Volpe,145,0.5,1,0.408163265,2,0.816326531,0.681062757,4.193265555
batter_runs_scored,2023-08-03T23:08:54Z,Over,Anthony Volpe,2600,2.5,3,0.037037037,2,0.222222222,0.681062757,4.193265555
batter_runs_scored,2023-08-03T23:08:54Z,Over,Anthony Volpe,170,0.5,1,0.37037037,2,0.740740741,0.681062757,4.193265555
batter_runs_scored,2023-08-03T23:08:54Z,Over,Anthony Volpe,550,1.5,2,0.153846154,2,0.615384615,0.681062757,4.193265555
batter_runs_scored,2023-08-03T23:08:40Z,Over,Anthony Volpe,140,0.5,1,0.416666667,2,0.833333333,0.681062757,4.193265555
batter_runs_scored,2023-08-03T23:08:19Z,Over,Anthony Volpe,133,0.5,1,0.429184549,2,0.858369099,0.681062757,4.193265555
batter_walks,2023-08-03T23:08:18Z,Over,Anthony Volpe,210,0.5,1,0.322580645,2,0.64516129,0.64516129,4.193265555
batter_strikeouts,2023-08-03T23:08:18Z,Over,Anthony Volpe,195,1.5,2,0.338983051,-1,-0.677966102,-0.677966102,4.193265555
batter_stolen_bases,2023-08-03T23:08:18Z,Over,Anthony Volpe,280,0.5,1,0.263157895,3,0.789473684,0.820861548,4.193265555
batter_stolen_bases,2023-08-03T23:08:54Z,Over,Anthony Volpe,270,0.5,1,0.27027027,3,0.810810811,0.820861548,4.193265555
batter_stolen_bases,2023-08-03T23:08:24Z,Over,Anthony Volpe,210,0.5,1,0.322580645,3,0.967741935,0.820861548,4.193265555
batter_stolen_bases,2023-08-03T23:11:33Z,Over,Anthony Volpe,300,0.5,1,0.25,3,0.75,0.820861548,4.193265555
batter_stolen_bases,2023-08-03T23:08:27Z,Over,Anthony Volpe,300,0.5,1,0.25,3,0.75,0.820861548,4.193265555
batter_stolen_bases,2023-08-03T23:08:40Z,Over,Anthony Volpe,250,0.5,1,0.285714286,3,0.857142857,0.820861548,4.193265555
batter_rbis,2023-08-03T23:08:18Z,Over,Anthony Volpe,200,0.5,1,0.333333333,2,0.666666667,0.512699016,4.193265555
batter_rbis,2023-08-03T23:08:54Z,Over,Anthony Volpe,900,1.5,2,0.1,2,0.4,0.512699016,4.193265555
batter_rbis,2023-08-03T23:08:54Z,Over,Anthony Volpe,2800,2.5,3,0.034482759,2,0.206896552,0.512699016,4.193265555
batter_rbis,2023-08-03T23:08:54Z,Over,Anthony Volpe,9500,3.5,4,0.010416667,2,0.083333333,0.512699016,4.193265555
batter_rbis,2023-08-03T23:08:54Z,Over,Anthony Volpe,240,0.5,1,0.294117647,2,0.588235294,0.512699016,4.193265555
batter_rbis,2023-08-03T23:08:24Z,Over,Anthony Volpe,210,0.5,1,0.322580645,2,0.64516129,0.512699016,4.193265555
batter_rbis,2023-08-03T23:11:33Z,Over,Anthony Volpe,230,0.5,1,0.303030303,2,0.606060606,0.512699016,4.193265555
batter_rbis,2023-08-03T23:08:27Z,Over,Anthony Volpe,230,0.5,1,0.303030303,2,0.606060606,0.512699016,4.193265555
batter_rbis,2023-08-03T23:08:40Z,Over,Anthony Volpe,215,0.5,1,0.317460317,2,0.634920635,0.512699016,4.193265555
batter_rbis,2023-08-03T23:08:19Z,Over,Anthony Volpe,190,0.5,1,0.344827586,2,0.689655172,0.512699016,4.193265555
batter_home_runs,2023-08-03T23:08:18Z,Over,Ben Rortvedt,850,0.5,1,0.105263158,4,0.421052632,0.462598501,3.320598987
batter_home_runs,2023-08-03T23:08:54Z,Over,Ben Rortvedt,630,0.5,1,0.136986301,4,0.547945205,0.462598501,3.320598987
batter_home_runs,2023-08-03T23:08:24Z,Over,Ben Rortvedt,625,0.5,1,0.137931034,4,0.551724138,0.462598501,3.320598987
batter_home_runs,2023-08-03T23:10:49Z,Over,Ben Rortvedt,1050,0.5,1,0.086956522,4,0.347826087,0.462598501,3.320598987
batter_home_runs,2023-08-03T23:08:19Z,Over,Ben Rortvedt,800,0.5,1,0.111111111,4,0.444444444,0.462598501,3.320598987
batter_singles,2023-08-03T23:08:18Z,Over,Ben Rortvedt,160,0.5,1,0.384615385,2.5,0.961538462,1.007610402,3.320598987
batter_singles,2023-08-03T23:08:54Z,Over,Ben Rortvedt,130,0.5,1,0.434782609,2.5,1.086956522,1.007610402,3.320598987
batter_singles,2023-08-03T23:08:24Z,Over,Ben Rortvedt,160,0.5,1,0.384615385,2.5,0.961538462,1.007610402,3.320598987
batter_singles,2023-08-03T23:08:19Z,Over,Ben Rortvedt,145,0.5,1,0.408163265,2.5,1.020408163,1.007610402,3.320598987
batter_doubles,2023-08-03T23:08:18Z,Over,Ben Rortvedt,600,0.5,1,0.142857143,3,0.428571429,0.453962097,3.320598987
batter_doubles,2023-08-03T23:08:54Z,Over,Ben Rortvedt,550,0.5,1,0.153846154,3,0.461538462,0.453962097,3.320598987
batter_doubles,2023-08-03T23:08:24Z,Over,Ben Rortvedt,625,0.5,1,0.137931034,3,0.413793103,0.453962097,3.320598987
batter_doubles,2023-08-03T23:08:19Z,Over,Ben Rortvedt,486,0.5,1,0.170648464,3,0.511945392,0.453962097,3.320598987
batter_triples,2023-08-03T23:08:24Z,Over,Ben Rortvedt,2200,0.5,1,0.043478261,3.5,0.152173913,0.152173913,3.320598987
batter_runs_scored,2023-08-03T23:08:18Z,Over,Ben Rortvedt,175,0.5,1,0.363636364,2,0.727272727,0.639482323,3.320598987
batter_runs_scored,2023-08-03T23:08:54Z,Over,Ben Rortvedt,2600,2.5,3,0.037037037,2,0.222222222,0.639482323,3.320598987
batter_runs_scored,2023-08-03T23:08:54Z,Over,Ben Rortvedt,150,0.5,1,0.4,2,0.8,0.639482323,3.320598987
batter_runs_scored,2023-08-03T23:08:54Z,Over,Ben Rortvedt,500,1.5,2,0.166666667,2,0.666666667,0.639482323,3.320598987
batter_runs_scored,2023-08-03T23:08:19Z,Over,Ben Rortvedt,156,0.5,1,0.390625,2,0.78125,0.639482323,3.320598987
batter_walks,2023-08-03T23:08:18Z,Over,Ben Rortvedt,205,0.5,1,0.327868852,2,0.655737705,0.655737705,3.320598987
batter_strikeouts,2023-08-03T23:08:18Z,Over,Ben Rortvedt,-220,0.5,1,0.6875,-1,-0.6875,-0.6875,3.320598987
batter_stolen_bases,2023-08-03T23:08:24Z,Over,Ben Rortvedt,1400,0.5,1,0.066666667,3,0.2,0.2,3.320598987
batter_rbis,2023-08-03T23:08:18Z,Over,Ben Rortvedt,260,0.5,1,0.277777778,2,0.555555556,0.436534046,3.320598987
batter_rbis,2023-08-03T23:08:54Z,Over,Ben Rortvedt,900,1.5,2,0.1,2,0.4,0.436534046,3.320598987
batter_rbis,2023-08-03T23:08:54Z,Over,Ben Rortvedt,2700,2.5,3,0.035714286,2,0.214285714,0.436534046,3.320598987
batter_rbis,2023-08-03T23:08:54Z,Over,Ben Rortvedt,8500,3.5,4,0.011627907,2,0.093023256,0.436534046,3.320598987
batter_rbis,2023-08-03T23:08:54Z,Over,Ben Rortvedt,230,0.5,1,0.303030303,2,0.606060606,0.436534046,3.320598987
batter_rbis,2023-08-03T23:08:24Z,Over,Ben Rortvedt,250,0.5,1,0.285714286,2,0.571428571,0.436534046,3.320598987
batter_rbis,2023-08-03T23:08:19Z,Over,Ben Rortvedt,225,0.5,1,0.307692308,2,0.615384615,0.436534046,3.320598987
batter_home_runs,2023-08-03T23:08:18Z,Over,Billy McKinney,550,0.5,1,0.153846154,4,0.615384615,0.588104897,3.815132755
batter_home_runs,2023-08-03T23:08:54Z,Over,Billy McKinney,540,0.5,1,0.15625,4,0.625,0.588104897,3.815132755
batter_home_runs,2023-08-03T23:08:24Z,Over,Billy McKinney,475,0.5,1,0.173913043,4,0.695652174,0.588104897,3.815132755
batter_home_runs,2023-08-03T23:11:33Z,Over,Billy McKinney,700,0.5,1,0.125,4,0.5,0.588104897,3.815132755
